,,Weight,Weight,Weight,Weight,Weight,Weight,Value,Value,Value,Value,Value,Value,Item_Count,Item_Count,Item_Count,Item_Count,Item_Count,Item_Count
ENDUSE,,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS
Date,District,,,,,,,,,,,,,,,,,,
2019-07,"PEMBINA, ND",0,0,0,0,0,0,87869820,239514391,177518546,220092126,756948111,140725919,3033,10598,8914,10199,27656,4678
2019-07,"PHILADELPHIA, PA",18835000,20247733,30138665,428645615,112995813,1116196,474263021,538948051,2074375541,725383727,1471658040,87884975,14527,29886,43068,16068,18060,1955
2019-07,"PORT ARTHUR, TX",,0,0,,10617177,0,,36516223,497846,,985584813,1719481,,11,6,,233,3
2019-07,"PORTLAND, ME",12053,837108,778649,3372380,3547454,37184,32920715,91343882,207810035,322494848,365221266,41544431,4369,1172,2209,10081,9294,784
2019-07,"PROVIDENCE, RI",0,182,7460,,775653,0,873079756,1276414,15933787,,173368004,146377,17829,33,1013,,135,9
2019-07,"SAN DIEGO, CA",3393,712294,2042181,51714677,541199,1262,1408477739,1149585847,878720960,282643033,251274226,161003704,21819,65926,79642,28260,33037,10973
2019-07,"SAN FRANCISCO, CA",19130238,65237312,119031352,221159664,350232247,1605119,726863903,2775568713,934092612,551568933,1841440062,202214844,15172,70610,82942,16193,24203,6170
2019-07,"SAN JUAN, PR",2750062,6874280,23239946,48951706,201078326,594128,69563920,273931390,704401321,78550085,983680319,17377230,768,2840,7412,2432,3257,364
2019-07,"SAVANNAH, GA",90001331,183578747,361568944,137185209,477669661,2931317,1572967987,3227421945,3565639008,754699200,1393811822,320991503,32340,80973,171467,8430,59476,6342
2019-07,"SEATTLE, WA",27704741,57149042,180917360,93190308,166073940,1226690,685304744,2087702764,1755466263,520839339,1542962639,193575912,12150,40240,103358,25981,52823,8125
2019-07,"ST. ALBANS, VT",0,0,0,0,0,0,23419152,192697662,75418522,56960438,236412781,16885775,1659,8357,8391,3290,18097,1083
2019-07,"ST. LOUIS, MO",17587760,38585741,67904845,17193781,88301516,1418864,80781984,439219416,476982189,50088100,791795113,53079297,4824,15893,31907,1763,14928,3242
2019-07,"TAMPA, FL",15118517,42676539,61716809,64552185,98876201,179856,1027369342,403932945,438403698,134855673,581984458,30862931,18060,8106,35114,2445,7987,696
2019-07,U.S. VIRGIN ISLANDS,7252,15206,36395,1658895,147489,0,67348,438597,276640,1179080,23464229,8811,2,6,25,48,7,3
2019-07,VESSELS UNDER OWN POWER,,0,,,,0,,972051,,,,65000,,5,,,,1
2019-07,"WASHINGTON, DC",0,5402,676500,49598,38558,2320,16062821,189172453,586722299,3923818,38222233,23172156,757,8655,4816,365,2802,485
2019-07,"WILMINGTON, NC",6029723,20801957,39264969,5532124,84763753,326138,43069186,459996310,1150237566,18555703,243375366,478335762,2556,18691,32962,281,10457,1100
2019-08,"ANCHORAGE, AK",0,108086,0,1014823,2026442,0,4344068,1434367279,69942404,3166723,137906156,104972478,496,20949,6881,61,3227,2442
2019-08,"BALTIMORE, MD",11503092,35932882,64572245,99760605,260019291,1030841,1262304554,702407399,389716601,329809385,727905501,55952874,9549,12925,30695,7499,12494,318
2019-08,"BOSTON, MA",5094508,12351085,33079212,25041662,43628906,803568,97573114,656844926,609690752,120644131,618633695,98270398,1218,24748,22416,4576,9119,1823
2019-08,"BUFFALO, NY",439321,1723554,1048579,446392,1883637,117522,872581619,531530399,495158955,333008253,909213099,175784239,30745,34581,52395,28590,54885,9627
2019-08,"CHARLESTON, SC",95933496,97066572,118393752,40963184,331088433,1452940,724685559,1445055814,1008242441,111806899,1086304146,41869576,33616,42452,54821,2424,35732,1517
2019-08,"CHICAGO, IL",46150878,110003953,150653658,84849423,197277118,2418446,568093399,4858099788,6449742183,326144589,3461332513,990812841,29320,174435,130969,10647,75204,8269
2019-08,"CLEVELAND, OH",48921685,52560734,86285107,16483934,150552679,984723,593708761,3886228909,2908121710,71160154,1031443656,486048637,21670,191972,131844,2315,53758,20154
2019-08,"COLUMBIA-SNAKE, OR",8480771,7163967,9150917,4084159,22013578,236215,665628745,168839135,80653886,10273390,136631069,14167030,1549,5424,8904,389,3476,581
2019-08,"DALLAS-FORT WORTH, TX",28091167,43657945,88842377,8093487,53317274,308409,137681273,1653756183,2003305601,26705389,456841420,332427910,7205,49246,70779,1131,21154,5498
2019-08,"DETROIT, MI",16704533,11148814,6806769,5389703,26237460,1323101,4622427971,1632185245,1366969551,658671149,2493732491,577863859,234843,67219,75895,52471,137317,23419
2019-08,"DULUTH, MN",0,0,21343,0,37410,0,1600675,12260723,71395743,44479768,635772115,5154068,246,898,7036,1406,15920,108
2019-08,"EL PASO, TX",2479304,17731533,5369607,2266692,5445773,30729,1460694256,3080654290,472003837,122595440,312478969,61070448,119250,126817,56407,7807,45608,6105
2019-08,"GREAT FALLS, MT",1970811,15628634,26725085,3320661,22935617,105357,58717394,450268834,268682093,261580642,1314912749,164635281,2181,12180,19115,9300,22222,6033
2019-08,"HONOLULU, HI",69212,1360963,3260354,5419880,105818442,18753,21305453,39108089,27772519,18232243,197368141,4909362,209,1972,5183,1120,1364,317
2019-08,"HOUSTON-GALVESTON, TX",20421342,141958569,142363690,196670303,658660312,4109611,405552832,2069489617,831625260,471283277,3825666316,258091306,12804,36735,52273,12354,38731,2495
2019-08,"LAREDO, TX",1408282,3815706,559696,754588,2746092,12651,8115259609,4381974100,1769455842,1341967907,1384957966,231178398,392272,222679,186009,72556,110157,16606
2019-08,"LOS ANGELES, CA",180477634,353215997,1395870604,453239410,678098242,6184866,2536189000,7819377087,12104757699,1112982620,3406700197,422988012,60768,173863,684534,34175,108369,9393
2019-08,LOW VALUE,,,,,,0,,,,,,1619855318,,,,,,223
2019-08,"MIAMI, FL",13520614,28588069,97570015,217185680,217880293,5244748,165743456,809083734,1382068750,564298888,497527575,384140173,9805,21271,107417,24463,15608,7363
2019-08,"MILWAUKEE, WI",128590,3291961,505403,16500000,144927,1072,6226005,38046842,16231854,5216455,35388496,6288122,257,3444,1072,9,745,130
2019-08,"MINNEAPOLIS, MN",4495215,14289130,20844281,8731818,27731664,497125,55395275,349941183,229974890,35195107,565006495,29160433,3370,13159,14836,1092,8492,783
2019-08,"MOBILE, AL",33616451,16156014,49050054,50419051,65903994,189247,255036994,394534230,462343409,26007750,797340483,21102866,8119,7688,35177,1037,7334,428
2019-08,"NEW ORLEANS, LA",35178445,59452793,70079363,40965405,319388231,911881,619318886,4036751527,1662702773,140664563,2638755676,590481621,22427,134572,93181,1712,48925,25190
2019-08,"NEW YORK CITY, NY",84339790,134510943,546261074,729064707,619592253,7454406,1547619866,3329468341,8331769543,2005965928,5062096647,928944675,44708,105082,508851,70466,96042,11680
2019-08,"NOGALES, AZ",53400,498557,10791763,56581,962033,22937,429143795,658894811,140179500,149541452,144569017,125248365,23656,34701,14246,8936,7799,7618
2019-08,"NORFOLK, VA",43767388,71541644,171701097,87624117,209808243,1589737,276662721,957257213,1159575058,245981087,493996531,54981480,8574,23352,67098,6901,20908,808
2019-08,"OGDENSBURG, NY",0,0,9683,0,0,0,108921255,311323123,483455521,211138660,1148855973,117648133,5818,15649,49117,17162,47776,4866
2019-08,"PEMBINA, ND",0,32046,0,0,0,0,99084897,218706306,241138664,207239425,736011688,150434384,3151,10352,8476,9128,28554,4344
2019-08,"PHILADELPHIA, PA",16762205,17507140,31326897,379656752,95713441,1352218,416088267,495146568,1895691533,618156953,1489250834,78467292,11682,27070,41162,13883,14725,1868
2019-08,"PORT ARTHUR, TX",,0,0,,1160068,,,14780782,202098,,943461919,,,5,6,,202,
2019-08,"PORTLAND, ME",16770,637031,630533,2718628,3038989,10664,35135734,75850986,209776472,245607163,334460709,14684763,4717,1222,2703,8586,9011,691
2019-08,"PROVIDENCE, RI",0,1248,1741,,1277062,0,693491521,389421,10774843,,144168088,1109704,12858,22,714,,86,3
2019-08,"SAN DIEGO, CA",6679,377223,2253196,49904689,709756,4128,1400231222,1243235977,1120233058,267907957,243886074,179581130,22113,65830,82736,26358,33096,11127
2019-08,"SAN FRANCISCO, CA",21643857,60451732,119311117,251788428,253116355,3325149,816250414,2722469634,977542541,563736787,1808641164,143778903,16583,69091,86667,15126,23876,6180
2019-08,"SAN JUAN, PR",2602192,6519314,16236412,82482775,245377173,834168,77449488,203238031,1117386549,85036828,610550230,8481588,905,2502,6915,2452,3112,340
2019-08,"SAVANNAH, GA",99487875,200458555,385408849,134817428,507852551,4948629,1586545692,3507960409,3339563741,657389652,1582704480,349931152,34052,79905,185744,8548,63715,5184
2019-08,"SEATTLE, WA",27911576,60142419,180201466,80014478,186109828,1247035,569136652,1907370905,2078403184,488073377,1595405914,201105120,11866,38857,104767,25196,52646,8684
2019-08,"ST. ALBANS, VT",0,0,0,0,0,0,18693534,198005166,73422151,55172787,215798777,14565548,1152,7852,8602,3360,17260,1065
2019-08,"ST. LOUIS, MO",16241042,36090757,63013230,19244707,77815412,2142893,81609738,395234503,457604518,51944944,662785344,85105586,4620,17420,28829,2259,13714,4125
2019-08,"TAMPA, FL",13020159,36306179,61898320,70423374,85409794,382713,1017373025,379283062,499904805,161127828,584810270,31659177,14321,7279,35873,2505,8416,609
2019-08,U.S. VIRGIN ISLANDS,20419,377,48082,724810,112677,5123,97263,55774,576934,1021617,187845,10280,15,4,24,46,10,1
2019-08,VESSELS UNDER OWN POWER,,0,,,,,,9719,,,,,,1,,,,
2019-08,"WASHINGTON, DC",0,37069,613418,796,9087,0,7268920,205326612,498398694,3763038,29501292,25146549,579,7843,5235,328,2196,467
2019-08,"WILMINGTON, NC",5947421,17742094,39920111,4092251,56603430,962039,38236775,417951076,1411867449,42218997,244797602,53739444,2317,17285,30734,289,10108,1151
2019-09,"ANCHORAGE, AK",0,14320,0,899454,1992406,0,6288780,1011333834,58790981,1294850,88712270,93963944,472,20482,6549,54,3008,2760
2019-09,"BALTIMORE, MD",14651019,33556149,69036132,88587776,239023285,546975,1362971641,527369083,508970347,306499305,795714826,28364190,7910,11932,33791,7433,13108,421
2019-09,"BOSTON, MA",4175759,10371370,22266030,23024339,35446228,612249,65640530,726845979,525285867,111987874,517118217,108518248,1309,25077,20812,3657,8445,1982
2019-09,"BUFFALO, NY",347215,1785238,957915,681664,1698636,65457,802541665,576332280,446752242,354502237,978488808,174850527,27836,33732,51922,30800,55573,9358
2019-09,"CHARLESTON, SC",94273593,99634954,112094716,32241107,303623524,1424331,764404793,1185001887,900357803,94561661,957721168,32489612,31416,36686,48212,2161,30828,1196
2019-09,"CHICAGO, IL",44770030,98204267,139290791,82801265,183145287,2008914,551487979,5010422761,7759244605,307135976,3654712038,1474813558,29364,173200,124652,9821,71716,8661
2019-09,"CLEVELAND, OH",45403582,50898719,85428446,42735546,175094267,1286043,547554030,3914983642,3521908869,89854779,1035408624,512503591,20907,183942,141991,2170,51715,20166
2019-09,"COLUMBIA-SNAKE, OR",5260895,5763544,8454094,4989045,21870490,110853,653166828,166956338,96715270,10166602,134275300,11444427,688,5375,8368,395,3460,534
2019-09,"DALLAS-FORT WORTH, TX",23578677,35991021,81673911,5635007,53046365,199474,121962297,1535938159,1572848869,21130700,480398196,307597688,6842,47713,64764,1074,21065,5342
2019-09,"DETROIT, MI",17129244,10435225,5930840,5676756,54735202,511598,4444979508,1739893389,1157872068,718788164,2547075539,555010326,220596,68518,80776,54394,138437,23103
2019-09,"DULUTH, MN",17009,927,31117,0,25822,0,2438986,15074570,69257002,49244296,637772158,2345528,338,951,7089,1541,16417,85
2019-09,"EL PASO, TX",1382907,15983000,5122265,1683153,5030116,20582,1341302253,3071524509,431445834,120148054,284264185,61593257,104009,115953,52352,7427,42898,5773
2019-09,"GREAT FALLS, MT",2077754,15208393,23841390,3947743,24463509,496116,55162650,363715964,230017376,241381363,1260833444,172145205,2183,11634,16827,8654,21221,5824
2019-09,"HONOLULU, HI",56644,1218995,2910142,6278000,59219684,14026,24872951,94284090,21275716,18787742,146598196,4854461,174,2071,4241,1055,1246,290
2019-09,"HOUSTON-GALVESTON, TX",18722891,135240039,144591032,186644887,524615853,4770722,337754298,1729951358,763368490,442511465,3143839606,193920007,10241,33153,49439,11279,34828,2374
2019-09,"LAREDO, TX",1752765,4809855,540130,665024,3243325,43241,7390813300,4308683630,1664985258,1337814602,1338326524,246097485,356570,206106,165343,72015,102173,14822
2019-09,"LOS ANGELES, CA",180651119,347824341,1413063928,438634154,648228863,6216093,2274332480,7391451120,11972670951,1071533174,3235759088,414524813,57275,170925,676416,32376,107299,8962
2019-09,LOW VALUE,,,,,,0,,,,,,1567918448,,,,,,222
2019-09,"MIAMI, FL",13446347,26900828,96529029,204220493,199288022,4594146,145573610,819785536,1360875809,589478990,499058533,383631278,8667,20394,103192,23593,14387,6677
2019-09,"MILWAUKEE, WI",132495,2902536,424696,0,158249,789,7578788,42170964,17678435,2092796,26006529,5820280,256,3501,1196,7,701,126
2019-09,"MINNEAPOLIS, MN",4073730,13059636,19631805,6569806,25570419,372025,57180950,332946336,216638445,28768069,445472613,43001428,3172,13084,14002,896,7738,777
2019-09,"MOBILE, AL",26738965,10972953,44510868,87216189,62850131,434746,246411250,334392657,521925324,27716473,797283726,17621282,6132,6057,34495,1160,6144,406
2019-09,"NEW ORLEANS, LA",29403045,46614068,57637421,36002199,290948115,1404576,509808453,3853443653,2089855868,135991999,2231676588,565364741,21809,127445,86503,1520,43613,23569
2019-09,"NEW YORK CITY, NY",77601726,134769799,521444218,758325174,623541236,9054137,1179073828,3112628856,8339761705,1943762102,4197270420,1098447944,35648,102917,476171,67033,90002,12424
2019-09,"NOGALES, AZ",127993,706997,14654878,181636,1393022,1397,437826771,681032905,126190888,157505919,139164070,252055556,23786,32552,14219,9870,7412,6633
2019-09,"NORFOLK, VA",47716587,69503255,168702396,80917883,224356662,1641542,276258459,949395788,1173685324,222177601,538876474,29945333,7760,22402,65856,6270,20516,562
2019-09,"OGDENSBURG, NY",0,0,113,0,19950,0,138734433,346281218,415047504,223016056,1032260148,117549018,7728,17362,50902,18964,50299,5050
2019-09,"PEMBINA, ND",0,16329,0,0,0,0,113777284,279501373,201645977,230480814,716776246,140389407,3733,11307,10117,11009,27830,4565
2019-09,"PHILADELPHIA, PA",13729390,14478429,29823563,365550765,84801965,497755,313203854,591762826,1854907594,597472315,1002770328,81618081,12197,25771,45400,13726,14479,1649
2019-09,"PORT ARTHUR, TX",,0,0,,82611,0,,14410195,164625,,595876599,187733,,5,1,,147,2
2019-09,"PORTLAND, ME",38010,619774,1646243,4716359,3856336,46518,34640412,168128377,194190324,235288885,343059776,27710635,5458,1264,2920,8485,9970,753
2019-09,"PROVIDENCE, RI",0,3983,5561,0,4213,62993,633889122,1208481,14293341,915750,136737326,34466430,13825,37,780,1,90,5
2019-09,"SAN DIEGO, CA",30038,583493,1519897,55487562,492879,5136,1268765529,1151245631,1209586977,288681443,220336966,160711137,20479,58822,77436,25873,29918,10361
2019-09,"SAN FRANCISCO, CA",18991353,61977458,122280082,200811725,188441866,2051545,678240536,2706934967,993289059,522267657,1638405282,194217393,10505,66446,79507,15056,21688,5843
2019-09,"SAN JUAN, PR",3186724,6937565,18482261,83038808,257690230,609370,101717195,194207971,800870345,98327330,695702404,8981951,856,2652,7010,2606,3259,310
2019-09,"SAVANNAH, GA",86441440,174296751,339444649,141034558,431814331,3714514,1519919964,3099104264,3219124609,518127316,1314022988,447523267,32192,73477,173041,8160,55902,5371
2019-09,"SEATTLE, WA",26267923,56165810,173049107,74998876,157847338,3387286,555236180,1863998664,1696230987,429862913,1483812571,231364015,11849,37550,105228,23500,51677,8240
2019-09,"ST. ALBANS, VT",0,0,0,0,0,0,18494533,475080142,50818935,54486800,228834095,18437644,1258,8440,7547,3393,18681,1134
2019-09,"ST. LOUIS, MO",14797467,33929406,50584553,17173836,84805348,2193953,72011172,402827527,384525876,48372355,552334632,62692051,4078,14538,24840,1706,12853,2479
2019-09,"TAMPA, FL",11780518,42634777,62293269,57720598,85868866,179589,952217227,418392245,504221401,142886835,542682643,18869329,14844,6836,36818,2213,8007,626
2019-09,U.S. VIRGIN ISLANDS,25735,54170,57524,672080,29960,,99635,71136,1491453,922225,2683800,,15,7,51,49,11,
2019-09,VESSELS UNDER OWN POWER,,0,,,,0,,54555,,,,3150,,3,,,,1
2019-09,"WASHINGTON, DC",0,5188,732865,27291,7863,3130,9280891,185277682,394888522,4336279,32791630,19673468,603,8331,4886,367,2654,545
2019-09,"WILMINGTON, NC",4041776,16220631,36983962,4527581,50949069,226700,30063746,394837420,396934165,25930026,209386840,569003687,2079,17607,27740,287,10340,974
2019-10,"ANCHORAGE, AK",0,348780,3308,1374217,2140531,46080,5984861,1357667203,64965035,852010,126830868,91744156,555,21857,6991,27,3215,2789
2019-10,"BALTIMORE, MD",15829595,36059306,67239079,94847273,235286531,784101,1700843748,635769992,369546863,312102849,736947501,37796686,11397,12453,31402,8009,12218,487
2019-10,"BOSTON, MA",4469015,13598577,28268482,41930760,40882924,937658,91882976,707806571,700792519,162619123,755087932,124512434,1218,25272,22591,5237,9233,2141
2019-10,"BUFFALO, NY",566850,2513332,1200166,671365,1704850,69196,878101272,551064816,518581765,358320640,1087096467,201979607,32014,36258,56035,31811,59251,10222
2019-10,"CHARLESTON, SC",100756511,98577739,115417562,35888048,310654261,1668916,989178139,1432981443,968362187,100192312,1023858578,43681677,36264,41423,53158,2394,33528,1579
2019-10,"CHICAGO, IL",48626458,101087283,129803946,84322427,174607172,1713936,558805985,5763237362,8289281742,322793567,3701226715,1429167973,28678,183843,121173,10644,72785,10284
2019-10,"CLEVELAND, OH",48437786,56725845,91904832,19015023,145340887,1633120,566423264,4105283847,3315651500,93248005,1000613020,517747901,25358,191092,147868,2435,56098,21614
2019-10,"COLUMBIA-SNAKE, OR",4161391,6297909,7358700,4920663,26417655,145904,558306694,135692017,84270593,14905734,176673946,15857473,1709,5575,6954,630,3446,612
2019-10,"DALLAS-FORT WORTH, TX",27358021,32425645,78575096,5954802,47237761,401140,129316366,1741145348,1799813557,19268899,574145633,358529196,7446,48882,67192,1082,20953,5946
2019-10,"DETROIT, MI",16673755,14280479,5847294,5719250,27824757,284130,4823012563,1838587469,1362288156,741040007,2549599121,555581201,235598,71456,76795,55566,139414,24269
2019-10,"DULUTH, MN",33522,1,37944,0,35349,0,1985786,15896601,74940033,69086820,613762036,2941992,276,896,7919,2493,17404,92
2019-10,"EL PASO, TX",2192368,14716475,5020093,1377336,5689157,46396,1410991628,3632394041,459720748,151803424,300319182,62169849,98255,130696,58553,8547,49822,6163
2019-10,"GREAT FALLS, MT",2210890,15002686,21193546,4494383,24854975,147888,65741863,497293463,206199965,291278933,1291843982,183703182,2145,12138,16081,9419,20938,6316
2019-10,"HONOLULU, HI",131010,1103538,3456031,7931820,62302627,23757,24468570,54272045,27811279,23134344,263318097,9047407,265,2356,5570,1443,1599,423
2019-10,"HOUSTON-GALVESTON, TX",22603118,118452638,167650495,188248605,565589504,4135617,368744975,1832840487,863831176,424718654,3324099214,221598587,12350,34751,53224,11620,36712,2996
2019-10,"LAREDO, TX",1609605,3452230,437594,565250,4073915,17801,7368610248,4301826638,1853500457,1553712174,1427289357,221968551,353596,220646,184499,82496,112308,16884
2019-10,"LOS ANGELES, CA",194966092,339363946,1362203754,449022617,689264363,4516672,2590708862,7788387173,12096014634,1177544527,3415304401,558027044,59298,172879,664966,35776,102990,9286
2019-10,LOW VALUE,,,,,,0,,,,,,1693261652,,,,,,225
2019-10,"MIAMI, FL",15447059,37600136,100400488,205272095,274861530,5031755,146227141,834688467,1494241248,591764879,510826809,407790528,8979,23119,107671,25772,16391,8230
2019-10,"MILWAUKEE, WI",145035,2834564,444332,14144000,151717,669,9095176,44160962,18543202,3679046,20415105,5849492,303,3668,1162,21,781,136
2019-10,"MINNEAPOLIS, MN",3979858,12353914,15941740,33351474,24189138,644835,57189303,336895152,203931091,32751451,433335911,23633053,3049,12512,12544,1011,7537,887
2019-10,"MOBILE, AL",33401428,16377276,49359225,51068160,94706485,191906,247816037,393540190,540102610,24780645,748292640,96696842,7249,7381,36481,953,7033,519
2019-10,"NEW ORLEANS, LA",32916442,51395025,57595793,34987482,307740088,1141934,551156799,4198204675,2078866522,143712258,2282533305,623295683,24741,133507,92948,1989,49660,26025
2019-10,"NEW YORK CITY, NY",81910624,145364871,549222452,823581855,678221322,8448745,1461753478,3485513856,10524973499,2262733536,4502042057,1667398143,43165,113245,530307,79457,100618,14126
2019-10,"NOGALES, AZ",222656,730459,8004530,82466,1505008,8223,168265850,687380771,170535125,283304520,142110377,786370564,9089,36791,16733,22299,8111,7715
2019-10,"NORFOLK, VA",42918651,69127561,182228684,79248946,223934058,2098457,235984757,924853613,1249778004,212749103,526555869,32522517,7704,23000,66117,7059,20259,692
2019-10,"OGDENSBURG, NY",0,0,2952,0,23636,0,157616364,299891724,852986079,225933940,1084824779,128950614,8003,17955,51527,18235,53311,5414
2019-10,"PEMBINA, ND",0,16314,0,0,0,0,113155537,286579419,210480526,236688997,650826392,148955049,4910,11571,10162,11458,27758,5417
2019-10,"PHILADELPHIA, PA",15254456,17046531,30823085,346877952,93226184,1498744,388610247,691448442,2225872476,608386776,1261322900,83302625,12562,29620,45072,13410,16003,1939
2019-10,"PORT ARTHUR, TX",,0,0,,0,0,,33414627,617972,,560667671,1423161,,27,8,,177,13
2019-10,"PORTLAND, ME",17767,555280,1125407,5207078,4470685,18131,39405903,415187486,326797080,233611181,401435698,102359745,5402,1101,2832,9207,11079,917
2019-10,"PROVIDENCE, RI",2160,7390,3359,45030000,1828176,0,588883344,700900,10392651,4357932,160185842,14049,10089,29,777,4,97,3
2019-10,"SAN DIEGO, CA",400825,521512,776597,53753370,404959,297,1313901751,1255912912,1474900883,330865082,253585952,191149579,22555,65832,89893,28668,34698,12169
2019-10,"SAN FRANCISCO, CA",21385483,57688378,113026301,184694595,196309377,1860978,536233511,2650817597,884181190,540084800,1663510729,180329643,9482,68008,74510,14357,21299,6518
2019-10,"SAN JUAN, PR",2928005,6818401,18779583,67191528,288651406,446483,92110356,185844343,868122150,99426842,668574926,11065002,804,2731,8028,2872,3116,345
2019-10,"SAVANNAH, GA",92749346,180885557,370316616,128404754,420518876,4599546,1829969997,3135787434,3101674145,487967859,1222741117,376722935,32213,74327,175451,8336,57401,5585
2019-10,"SEATTLE, WA",28751947,51059720,172152714,78282253,142949816,1285363,522192901,1793961201,1667090421,440448971,1472041296,357953276,10972,36472,99951,24325,52227,8896
2019-10,"ST. ALBANS, VT",0,0,24762,0,0,231,24728598,247345736,54645605,61450198,246624719,20774138,2042,9469,6977,3870,20323,1280
2019-10,"ST. LOUIS, MO",12908113,38375152,46890252,17923227,76281481,1898821,68081328,458940132,352037893,52039605,570227514,54801221,3720,13805,24627,2262,12723,3015
2019-10,"TAMPA, FL",13105128,40725136,57191130,59582191,107679822,576822,976052885,479540102,706678108,130954218,516274931,34476423,13221,7113,37648,2651,7883,787
2019-10,U.S. VIRGIN ISLANDS,54537,13572,60165,1444161,131975,0,161518,484214,2525793,2170827,43642599,18714,20,22,124,109,22,3
2019-10,VESSELS UNDER OWN POWER,,0,,,,,,395169,,,,,,4,,,,
2019-10,"WASHINGTON, DC",6705,7255,935294,14287,5066,786,8114551,193209796,578772017,5110939,38421713,28727865,661,9087,5602,417,3013,582
2019-10,"WILMINGTON, NC",5030316,16353036,43195969,5676596,52493392,459892,33738769,392953918,341512283,25274537,249966043,250604654,2348,18000,28933,357,10460,1074
2019-11,"ANCHORAGE, AK",0,89530,3973,0,2134990,0,4908667,995771439,79583105,464148,105984966,117733475,446,20172,6885,9,3048,2467
2019-11,"BALTIMORE, MD",14156665,36201582,50706876,78812561,203850162,1089028,1444976109,670422128,336659514,310822593,620344798,65967990,7393,12489,24258,7090,14471,479
2019-11,"BOSTON, MA",2785402,10579002,21167124,23289113,32389684,914741,92120421,581269874,560118224,112446324,690775586,66093523,704,22490,18332,4045,7539,1976
2019-11,"BUFFALO, NY",327844,1881217,866047,798635,1876658,55567,767903132,530543200,432122976,306907900,959203623,157243262,27257,31811,54104,26912,50403,8844
2019-11,"CHARLESTON, SC",104168785,75390535,98446184,40986601,283440428,1769847,583362843,1085688784,815450556,112307399,868637591,30326302,30519,34566,46360,2705,28812,1356
2019-11,"CHICAGO, IL",44939145,94050523,113929251,82882033,176832839,2167633,517527812,5199305863,6812618381,302308940,3171645729,1251910726,27240,174616,110674,9989,70274,9370
2019-11,"CLEVELAND, OH",43819269,50693548,75136637,17105103,155223261,963363,544728509,3869947445,2972475452,71087619,967785110,479143411,22277,181073,141243,2179,51592,20413
2019-11,"COLUMBIA-SNAKE, OR",4151687,5151537,6256694,3294746,18963721,164604,655460428,148703002,73965712,7230786,136730868,20499450,1910,5539,5857,249,3090,618
2019-11,"DALLAS-FORT WORTH, TX",25489190,32214277,87437369,6560942,45781333,169746,119059156,1584934818,1749652287,20248146,326652594,304611513,7351,46963,69253,1042,19270,5040
2019-11,"DETROIT, MI",16539177,10477640,5256545,4191496,84822090,305810,4625142374,1585665877,1332278922,660647987,2165553803,622425587,231412,65691,70269,51286,122067,22308
2019-11,"DULUTH, MN",36506,277,84611,0,0,0,1497250,10819394,58672722,66018730,561829194,4210858,200,746,5939,2099,14307,93
2019-11,"EL PASO, TX",1375444,16854069,4852274,1829754,4787530,158849,1387127911,3081551474,404941911,177599348,274803508,62676247,108377,115095,55493,7129,42796,5298
2019-11,"GREAT FALLS, MT",1509243,15756704,25037283,3392082,24685541,340142,46051035,459687278,191812275,310038171,1257259410,141160680,1654,12082,15268,10498,19749,4525
2019-11,"HONOLULU, HI",114939,544808,3308280,7258550,13412757,35102,34917159,117133160,32216666,21811453,245918967,9459150,729,2361,6449,1326,1413,703
2019-11,"HOUSTON-GALVESTON, TX",17661971,114880422,107558379,171349816,538011262,3869603,411916996,1677557995,539447501,393833732,2815326527,203382567,11748,31449,38882,11607,33509,2589
2019-11,"LAREDO, TX",1439966,2147133,416799,1404883,2508576,33288,7490742798,3939836573,1602257551,1461876494,1295686685,262563710,370429,196460,165854,78225,104553,15218
2019-11,"LOS ANGELES, CA",174277120,355388427,1262371784,387287243,605296193,4836922,2837432782,7599145377,10075297485,1012597831,3238993314,342738817,52595,171494,595906,31373,103631,8883
2019-11,LOW VALUE,,,,,,0,,,,,,1577360759,,,,,,219
2019-11,"MIAMI, FL",11760058,25893992,86735450,239473892,190743006,4840720,115921850,789315159,1572091179,603775322,492585447,423123837,6880,20442,102388,27194,14991,7272
2019-11,"MILWAUKEE, WI",135523,1679652,413964,0,27319446,1629,4755299,35824060,13662863,4118528,25130286,5749572,226,2958,1079,21,703,158
2019-11,"MINNEAPOLIS, MN",3992804,12378533,13784108,5916265,20287273,661625,56808044,283456799,155606682,27704110,494671097,23418141,2801,11389,10785,897,6995,792
2019-11,"MOBILE, AL",27768852,17571000,37872061,45668857,56761064,283753,205717648,337029398,462129572,22507764,603902430,18517581,6500,6239,27072,950,5779,437
