,,Weight,Weight,Weight,Weight,Weight,Weight,Value,Value,Value,Value,Value,Value,Item_Count,Item_Count,Item_Count,Item_Count,Item_Count,Item_Count
ENDUSE,,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS
Date,District,,,,,,,,,,,,,,,,,,
2020-09,"DALLAS-FORT WORTH, TX",27438580,40245434,106154987,13424036,52820130,143829,131164660,1473884895,1676660038,20878243,500766307,276761435,8510,43697,68663,927,21527,4958
2020-09,"DETROIT, MI",12582166,12148845,7537762,6625612,39963562,268892,4406709620,1584312225,1355306019,750498242,2515343161,565773418,228616,60530,59555,56722,147981,24025
2020-09,"DULUTH, MN",17956,0,24776,0,0,0,972502,9435613,81561731,51662345,526957058,2651485,17,431,8648,1540,17987,36
2020-09,"EL PASO, TX",1821328,9054642,4605603,1850588,5000055,9731,1093428432,3139528938,503093069,128689507,280576554,58102600,101844,121982,52700,6495,43833,5959
2020-09,"GREAT FALLS, MT",2644217,16276979,34192695,5297897,29307996,268163,28186500,376766475,261698866,253340952,1085498416,203003083,1637,9235,17214,8194,22886,6503
2020-09,"HONOLULU, HI",88355,829459,2170766,5186294,57903088,45818,21235461,162437431,21698771,13634160,109785319,208155306,273,5100,1980,839,1116,755
2020-09,"HOUSTON-GALVESTON, TX",28709616,99504236,181382640,217073580,544138046,3387322,422120436,1205183023,802098716,443766047,2174008802,168729312,11443,26492,58648,12284,33410,2299
2020-09,"LAREDO, TX",1915128,3434223,584949,364474,2902487,24431,7714335545,4281086629,1707159034,1583964136,1445668536,189460161,374011,214409,162246,83020,110073,15506
2020-09,"LOS ANGELES, CA",221683692,446898500,1828937613,460064197,710852239,4485737,2581713041,8535517830,13495907768,1078063539,2639816973,316567593,60215,195311,755594,33880,120084,8780
2020-09,LOW VALUE,,,,,,0,,,,,,1562934276,,,,,,222
2020-09,"MIAMI, FL",13210313,23958615,92510543,206282093,214614419,3812817,146148382,637610465,1351977011,566931776,684371525,355833674,7449,17703,99559,23687,14611,5007
2020-09,"MILWAUKEE, WI",59295,1028167,369735,0,217816,26928,5892141,22328246,15875759,3091918,23331682,36951467,213,2043,837,5,642,123
2020-09,"MINNEAPOLIS, MN",5095301,16487163,20985305,7493292,24086311,448874,63458264,392704948,204962676,23927791,476629535,17424914,3511,11953,13554,845,7270,817
2020-09,"MOBILE, AL",26718548,20672378,52941243,60858684,117043807,374728,414612945,315051719,398379451,36344305,513988771,114994486,8016,7184,38854,1189,6400,297
2020-09,"NEW ORLEANS, LA",30690313,52915347,77752892,43026754,214663367,1908153,397818605,3598290590,1900016811,169150484,1547197606,457265882,18202,124748,93695,1764,43141,21204
2020-09,"NEW YORK CITY, NY",82803951,150039338,623369677,833976292,659541191,7694171,1178985494,3142013883,8937739946,2025665790,5394630198,597695523,41199,100353,479749,68004,93762,9147
2020-09,"NOGALES, AZ",27928,1051201,27051463,391947,1243102,21413,175596919,609244484,159590288,207966196,112552633,106590683,5620,32522,16172,13286,8054,6189
2020-09,"NORFOLK, VA",34156875,63607972,204082827,92088837,202497800,2355292,210096710,775755434,1227529614,231646501,445083957,21047747,7405,22572,69001,7214,19948,849
2020-09,"OGDENSBURG, NY",0,0,0,19437,11207,0,109467018,275673959,449578193,224039250,1555700619,133161670,6877,15879,43174,18399,48212,5483
2020-09,"PEMBINA, ND",0,0,0,0,0,0,84611865,199818238,108877063,253259235,624463306,105721787,3080,11725,9320,12350,30880,4219
2020-09,"PHILADELPHIA, PA",23225853,15347839,41847860,450689271,78677284,1636299,297873852,753912889,1809897123,821081538,716658536,46509327,12765,31443,39769,17184,14200,1763
2020-09,"PORT ARTHUR, TX",,0,640,,1269816,45,,1475540,710419,,455446912,3190,,11,3,,124,1
2020-09,"PORTLAND, ME",204,389197,774704,6654161,6766544,10189,33288513,108529824,117189853,206205414,328966450,55337632,3738,1483,2982,7833,11024,714
2020-09,"PROVIDENCE, RI",5626119,28720,9047,44715000,2737,65130,633831555,1340894,4349969,1615106,85894528,3606470,7504,30,376,1,48,7
2020-09,"SAN DIEGO, CA",3820185,326441,1049926,56018426,271639,347,1048590757,1230041130,1459490951,333789554,256996667,173653192,19117,69659,89845,27837,35091,11006
2020-09,"SAN FRANCISCO, CA",28336727,62132506,146016682,208611309,212346974,3084975,783448143,2598260897,1081992269,534325017,954628823,141308157,13458,48398,77398,14341,22501,4667
2020-09,"SAN JUAN, PR",5063352,8687762,25615176,99423338,291810389,367996,81950617,104111855,730323080,96006234,301752368,56831134,1287,2620,7516,2595,3957,326
2020-09,"SAVANNAH, GA",81722344,159403806,469617693,147252134,424492879,3004161,1444629934,2745610330,5056874857,722730706,1232223921,487140809,32965,71500,197467,8911,57217,5596
2020-09,"SEATTLE, WA",24838301,46204860,184537144,83266514,142251390,1358388,458876894,1487406713,1662814006,459881814,1311023859,246110973,8952,30282,101706,23232,53529,7747
2020-09,"ST. ALBANS, VT",0,0,0,0,0,0,20791227,437334302,57301477,58398990,212065474,31318095,1688,4716,7294,4002,18256,1221
2020-09,"ST. LOUIS, MO",14951954,32698141,67604997,19238915,72682752,2027193,63611470,419898431,445837032,52722295,454611990,48120340,3909,12894,27622,2512,13440,1004
2020-09,"TAMPA, FL",22185248,32009728,65133068,79576932,149961155,515377,927235815,340152969,388650335,152376323,421753084,31944569,13691,5348,30749,2484,8035,398
2020-09,U.S. VIRGIN ISLANDS,0,11314,14365,188536,0,,8894,87035,48478,2302648,29751792,,1,7,3,11,7,
2020-09,VESSELS UNDER OWN POWER,,0,,,,,,131893,,,,,,5,,,,
2020-09,"WASHINGTON, DC",0,34385,247598,3396,25101,4500,9229841,133338533,672994254,1654867,65326887,44447731,348,3459,2428,121,1112,351
2020-09,"WILMINGTON, NC",4647633,21547713,34965932,5178494,41767982,152852,25453484,308167526,650714731,9614936,188567858,355107806,1826,14765,23252,252,7829,636
2020-10,"ANCHORAGE, AK",0,89145,78951,1803258,1345982,0,6632061,1056332612,148005316,1396496,96278345,147699985,543,24792,10393,39,3819,2545
2020-10,"BALTIMORE, MD",26047423,40738404,80309803,154715052,237784656,480628,1911533133,566755628,352910061,365150942,588975850,34858822,26587,12033,31027,9121,16727,236
2020-10,"BOSTON, MA",2480092,9018429,20356363,31009224,42905790,274476,112383092,555907833,289682635,141858706,414177322,122469165,623,21588,18331,4821,8232,1747
2020-10,"BUFFALO, NY",199392,1276624,1462462,1050738,2206606,17258,818368516,538027621,705717785,348154601,983440929,163252597,29468,32309,54839,29496,59898,8892
2020-10,"CHARLESTON, SC",100889146,111364072,161578914,41439036,351113216,2584004,796283499,1191497717,973016071,116950958,924173498,47821228,35613,40138,49824,2696,31950,1221
2020-10,"CHICAGO, IL",50142734,102613533,164127220,89883049,233729430,2956640,637397816,6800051462,9264403941,323225292,2756718387,1225055479,35273,185910,142395,10788,78625,9394
2020-10,"CLEVELAND, OH",38160992,61584476,113161535,19565088,157184190,1686321,504997966,4082288164,4229429597,90066106,891674720,437095901,22662,209889,168715,2498,58838,19085
2020-10,"COLUMBIA-SNAKE, OR",8212995,10703848,12179861,4428817,47556029,133584,827307719,144142578,95317768,9675641,107527667,10649609,1984,5551,8863,397,3432,353
2020-10,"DALLAS-FORT WORTH, TX",28820455,46023849,116076555,5265317,50634604,162696,139539111,1580711082,1527667448,15968993,486411700,281582319,9548,44003,63899,912,21600,5021
2020-10,"DETROIT, MI",13143271,10491089,8222161,5540543,48259706,213851,4283262048,1530249293,1538849459,786194979,2616483314,577618416,231865,65536,61120,58167,148915,23983
2020-10,"DULUTH, MN",63477,2574,0,0,192979,0,1911064,16366615,61584585,68323546,633462208,1951010,76,633,6106,2195,19688,63
2020-10,"EL PASO, TX",1745416,6830189,4215379,2154303,5313791,2236,1183025253,3675561970,516066969,155552327,299533105,60501222,108579,126438,55576,6995,49111,5926
2020-10,"GREAT FALLS, MT",2776316,14807450,28911450,3729018,25779715,102400,31146190,349482686,238842410,300415068,1014626006,210376531,1681,9238,16203,9016,22029,6456
2020-10,"HONOLULU, HI",108543,395133,2365616,4095874,43185452,3097,21904874,541735066,50734113,12025519,188991824,77121938,222,13908,3377,756,1444,3962
2020-10,"HOUSTON-GALVESTON, TX",35493352,129626810,219895180,218620409,586199164,3313007,526905170,1485962991,942891167,476933898,2322684284,176441911,14001,28820,62331,13535,36449,1717
2020-10,"LAREDO, TX",1057397,2405452,827767,568713,4245648,94,8546788155,4663207785,1907697360,1846168834,1530337093,225078843,410430,226802,182794,93049,119589,16787
2020-10,"LOS ANGELES, CA",242022690,423075126,1919999350,489535450,704085775,3869319,2937444287,8817832021,14118052873,1100749438,2638621885,322101281,68345,195711,784937,35401,118841,9135
2020-10,LOW VALUE,,,,,,0,,,,,,1644638738,,,,,,220
2020-10,"MIAMI, FL",15426819,25937521,113231433,229929296,234459689,4143661,125074064,953755746,1516589756,656367048,764487915,360419091,5876,21147,109924,26457,16362,5855
2020-10,"MILWAUKEE, WI",68514,1683919,272727,0,278109,1738,8935909,31342127,14786379,2444682,19552966,5468495,244,2089,767,4,613,124
2020-10,"MINNEAPOLIS, MN",6840450,19673669,21418191,36022229,27851555,296559,85291842,521279446,218311805,26684507,444476643,16035259,3735,12099,13139,918,7812,656
2020-10,"MOBILE, AL",34935080,24645021,70027024,47517825,97265577,481266,553653246,364160763,528791166,25802128,640308666,19585747,9102,8549,38154,968,7969,328
2020-10,"NEW ORLEANS, LA",32852492,52979305,72001476,39442364,286045319,2113378,484100305,3522303088,2157997664,161132535,1789411928,403112746,20293,121662,94099,1734,44824,19551
2020-10,"NEW YORK CITY, NY",97152617,167515155,721935906,856434707,758211252,7911742,1712190986,3490126234,9699761515,2120536399,5721819215,781193350,43383,108527,518151,77111,100447,9627
2020-10,"NOGALES, AZ",53680,950989,32496432,290790,1654837,32005,159395974,654634407,174163159,331382983,138688162,205831400,6142,35144,16947,28678,8385,7420
2020-10,"NORFOLK, VA",45868939,66695535,224453119,81704374,196293912,2385369,303683908,839657968,1365722212,211615487,470099566,35803956,7705,22698,70804,7081,21254,1604
2020-10,"OGDENSBURG, NY",0,0,0,0,39651,0,122044741,277517607,711929451,219779688,1272645816,131800027,8147,15935,44077,16931,50214,5165
2020-10,"PEMBINA, ND",23916,17919,0,0,5188,0,100765001,214998293,75898001,276593503,652975000,121423862,3416,12736,9369,12863,31770,5267
2020-10,"PHILADELPHIA, PA",16195819,14129328,39019513,348972908,81252676,2232231,561113810,782105880,1732019903,705462780,803733768,70351936,11447,32898,45199,14270,14966,1777
2020-10,"PORT ARTHUR, TX",,1896487,0,,2146212,0,,12705189,1132073,,524047295,76200,,4,4,,128,4
2020-10,"PORTLAND, ME",18587,552839,1257794,7068044,8269109,9149,30785503,61963712,44848209,219395835,320611088,63758382,3429,1621,2882,7901,11405,722
2020-10,"PROVIDENCE, RI",5160807,19506,1744,,15351102,30062,551279827,3594456,21705966,,110294584,3381847,8150,47,765,,83,7
2020-10,"SAN DIEGO, CA",10132807,907074,793250,45998908,358147,0,1204767165,1354490339,1580993949,335820730,289755120,248334368,22236,72445,92712,28070,37362,12013
2020-10,"SAN FRANCISCO, CA",28907657,63370479,137117702,200437180,175335105,4071326,877590396,2671698169,1067853744,486259335,920453623,121645940,13265,47859,68079,14147,21413,4526
2020-10,"SAN JUAN, PR",4426933,7963703,26598864,57983478,248087653,441322,120843458,94028129,558841039,90422920,451988472,21880814,1008,3078,7511,2746,3783,286
2020-10,"SAVANNAH, GA",98031587,172995366,505040105,141963785,442366476,4762347,1916924683,2991408233,4248876384,622546980,1182893577,553876657,37385,77962,201896,8685,61793,6255
2020-10,"SEATTLE, WA",32152801,51832225,212603179,79795489,141996152,1967042,673688570,1383356984,2006330790,455168943,1438949543,188896158,11670,33628,109800,23365,57346,7282
2020-10,"ST. ALBANS, VT",0,0,0,0,0,0,22110319,206406417,47107715,63458722,215956844,18951005,2104,4645,7212,4323,18753,1219
2020-10,"ST. LOUIS, MO",12871662,37189063,61929981,23067310,79570215,2443108,62505609,372005473,407427501,60913321,438882784,47568132,3429,12992,27141,2697,14751,1052
2020-10,"TAMPA, FL",26745556,30240479,65658702,76892190,101095964,270533,1071466480,319097538,396244299,142607392,441935226,55533363,15305,5306,33254,2582,7150,445
2020-10,U.S. VIRGIN ISLANDS,0,10809,14365,188536,0,,8894,64681,51562,2302648,29740062,,1,5,4,11,6,
2020-10,VESSELS UNDER OWN POWER,,0,,,,,,41569887,,,,,,6,,,,
2020-10,"WASHINGTON, DC",0,3253,203735,737,4866,1390,7677245,105414513,455623317,1592557,61775014,36206359,382,3594,3041,133,1218,301
2020-10,"WILMINGTON, NC",4986154,24028110,36716536,4755957,49377466,204424,29512709,355934064,258784455,15796580,209872536,33442284,2255,15730,22876,291,8349,548
2020-11,"ANCHORAGE, AK",0,455079,699,0,292724,7611,8602292,1053924086,147903287,216129,100024284,54644815,646,29823,10897,15,4109,2478
2020-11,"BALTIMORE, MD",36675745,34098184,68214478,95910675,224958299,481239,1845027066,570728685,323998717,253387137,525115639,17470907,14426,10395,26266,7026,14769,288
2020-11,"BOSTON, MA",2007600,8940985,18873078,23251575,37997429,253435,98382182,501686141,281328818,122265217,433162558,96899839,551,21805,16103,4391,7408,2654
2020-11,"BUFFALO, NY",306502,2212103,917513,2321807,2924415,29973,759066973,538361226,456921748,352408983,1030781535,127214447,27521,30538,55321,27744,58479,8031
2020-11,"CHARLESTON, SC",89221720,101249675,127156084,41757953,345411463,4206077,756769293,1274320230,997580849,107020846,928922619,60025329,34968,39976,46217,2467,31564,1321
2020-11,"CHICAGO, IL",47942169,107548699,165933569,85760834,212438557,2565012,615818150,6579462426,9342249344,317906694,2802450653,1671246009,33754,191346,139279,10412,77298,9291
2020-11,"CLEVELAND, OH",37736122,60495298,102667786,19649526,144487395,1279839,513615330,4250761259,4050578832,93716355,945373375,413403281,22956,201788,166708,2478,58830,17413
2020-11,"COLUMBIA-SNAKE, OR",10489229,8150483,12033348,3425757,34798774,62272,740695318,134890324,94304190,11565384,94712428,12798114,2235,5328,7817,341,2891,380
2020-11,"DALLAS-FORT WORTH, TX",29468680,46294504,107191420,5988733,54458293,153196,137255763,1474391670,1717138002,14421106,586165760,193411688,9088,44329,65131,873,24304,4607
2020-11,"DETROIT, MI",13191434,12168097,8029891,5777644,36051602,181737,4130718497,1537549314,1208204434,752879775,2447582439,498679230,214672,62913,62754,55562,143932,21529
2020-11,"DULUTH, MN",47668,13207,10101,0,138169,0,2335121,11167079,52784999,55754036,594905464,1120930,60,489,5946,1635,18804,66
2020-11,"EL PASO, TX",1235549,6735234,5405192,1582283,4976007,4719,1506837935,2907982225,457402481,152829611,303918437,58435434,111731,111150,48913,6642,43569,5400
2020-11,"GREAT FALLS, MT",2223068,14576693,29612651,4367550,25710181,159749,33203207,353884868,233861060,298912908,1100602504,144368411,1226,8887,15904,9009,20727,4853
2020-11,"HONOLULU, HI",90230,559918,3161508,5991899,103872287,136800,24572121,519248410,46827087,15257142,121777274,64006871,234,9982,3526,954,1371,4141
2020-11,"HOUSTON-GALVESTON, TX",33973086,122423090,204540687,206341304,512981490,4176246,463785823,1367096957,878065001,448084264,2251803838,221849894,13508,28097,60034,12829,34411,2708
2020-11,"LAREDO, TX",1373457,2164369,583104,877735,2655164,15331,7611815245,4355993194,1821673126,1868943061,1477078038,194871336,371287,211086,171867,93060,113237,14739
2020-11,"LOS ANGELES, CA",225704601,406202528,1757231218,474629642,709925889,3600833,2889127064,8828124425,12665386568,1053117253,2388899084,609736573,64509,200197,716817,33466,115169,8850
2020-11,LOW VALUE,,,,,,0,,,,,,1601759362,,,,,,225
2020-11,"MIAMI, FL",13032326,28572134,101966547,233131217,246640086,3701374,140929085,1077908944,1387300802,632127666,690027123,364126351,6463,21630,99819,26157,16294,5796
2020-11,"MILWAUKEE, WI",97611,1106227,283816,3300,186985,74600,7939565,20584675,14638563,1231618,24759783,4921260,254,1955,712,4,633,135
2020-11,"MINNEAPOLIS, MN",7297833,20063744,24113756,6648233,28104367,587727,67561882,353057315,206589129,26224099,428982981,19381425,3306,12833,12850,883,7881,976
2020-11,"MOBILE, AL",31241123,22889161,41788495,89402231,76656422,145911,524324246,337458877,455863971,24873549,663435655,56796204,8482,7591,26877,892,7201,331
2020-11,"NEW ORLEANS, LA",31597946,55161608,66078751,39788974,216181046,2779353,443099815,3337675581,2120188739,141424538,1640586122,426827517,20931,116096,94237,2070,44624,18501
2020-11,"NEW YORK CITY, NY",101196283,163115404,676770947,826160316,720492763,7059619,1645498853,3452879674,9520910329,2019426223,5906968782,838552969,41728,106853,494033,75656,95965,9870
2020-11,"NOGALES, AZ",47558,986282,26964643,155270,1295219,3818,171674074,655761242,156044698,346159352,137029292,147316986,8436,30716,15838,32874,7930,6557
2020-11,"NORFOLK, VA",36845307,68768121,198727824,83535557,254144052,2392226,237694332,798357168,1205814785,223349709,487726389,35160054,8066,22091,60747,7413,21071,1438
2020-11,"OGDENSBURG, NY",0,0,1318,0,21851,0,119059769,284932761,576109178,221028860,1163820884,96825460,7754,15946,42043,15221,48670,4778
2020-11,"PEMBINA, ND",0,55160,0,0,4220,0,86275449,215888207,118538026,272210958,628566217,118016998,3365,11702,9092,12376,29173,3534
2020-11,"PHILADELPHIA, PA",18558466,14891303,42531993,333278220,100343112,1941367,551488632,654278027,1667601453,703150410,800286717,77522122,13235,31694,42647,13753,14769,1572
2020-11,"PORT ARTHUR, TX",,174592,0,,6822760,,,5387398,1307836,,543126718,,,5,13,,116,
2020-11,"PORTLAND, ME",20483,777242,362919,5536091,8608679,3606,33852078,111719609,227687866,186306578,307778259,157626826,3910,1479,3534,7604,10020,552
2020-11,"PROVIDENCE, RI",10791209,2214,66397,,49,11600,528300157,2645708,8354593,,74602904,613270,7653,26,676,,69,8
2020-11,"SAN DIEGO, CA",9771719,269214,742037,51282879,309982,420,1034367605,1229386623,1202825343,342235880,253465239,171387220,20362,65649,81783,28490,33160,10224
2020-11,"SAN FRANCISCO, CA",25355176,59831339,125078810,197506764,162241989,2990476,752271230,2381468057,940221673,492214799,891312023,164763564,10686,49704,67516,13261,21726,4313
2020-11,"SAN JUAN, PR",4290785,10105509,25345164,111531633,216839363,586684,146674224,127400349,727143134,109701132,600173383,9441765,1174,2954,7620,2826,3851,276
2020-11,"SAVANNAH, GA",101049102,203520507,480407410,160437800,485488717,4311372,1583475443,3168677520,4017089794,629481706,1315275760,536674779,35824,80884,193899,9617,63629,5691
2020-11,"SEATTLE, WA",26754097,51522943,208117542,77974575,156024130,1023349,605713397,1434409813,2011699068,400357701,1378354018,161560771,11368,31619,99174,20967,53678,6614
2020-11,"ST. ALBANS, VT",0,0,0,0,0,0,20071160,287684612,66099368,54738537,208866572,16644646,1684,4768,8661,3575,18280,1042
2020-11,"ST. LOUIS, MO",12630446,40580287,56770322,17917051,76153098,2869215,57807434,349313674,401337136,47325420,391762045,29557282,3422,11742,26108,2005,13601,1064
2020-11,"TAMPA, FL",25958796,26514236,60514887,68005259,160818885,343880,1237754630,267709995,440806276,130360405,424696445,17552194,13158,4731,30249,2285,7051,424
2020-11,U.S. VIRGIN ISLANDS,0,10809,20765,188536,0,,8894,64681,119506,2302648,29740062,,1,5,10,11,6,
2020-11,VESSELS UNDER OWN POWER,,0,,,,0,,7762806,,,,67909,,4,,,,1
2020-11,"WASHINGTON, DC",0,7855,288417,0,12483,550,8373729,121182457,483389320,1469460,84864086,20265217,389,3729,2605,150,1199,376
2020-11,"WILMINGTON, NC",5146189,21436788,30403087,5182287,98656711,149804,27951672,329001959,641998766,8727155,227539277,23727030,2152,14675,24258,295,8299,474
2020-12,"ANCHORAGE, AK",0,1151940,37968,839934,861358,0,5248734,1143837413,159423646,737862,97316131,72677278,569,28935,11192,28,4043,2678
2020-12,"BALTIMORE, MD",42203062,38344992,68074440,96106738,251145002,448205,2247882857,687010821,425892871,299335584,619414412,20697071,23319,12684,26790,7393,15947,295
2020-12,"BOSTON, MA",2706720,7737005,23190342,30923347,42136445,343290,124264143,525177564,287105244,142095250,622667708,123842533,798,23345,17151,4873,8005,2120
2020-12,"BUFFALO, NY",265090,1269042,1159645,145301,6874894,42381,668825392,508443754,379177400,296050082,1062813285,125355863,22757,29260,41882,25054,54101,7700
2020-12,"CHARLESTON, SC",80135577,102382405,122561271,38855034,302868370,4067252,697651695,1251381182,916799270,114223807,984531017,71045076,29943,42206,48672,2550,31774,1187
2020-12,"CHICAGO, IL",57220740,115428840,176160014,82187553,225878966,2581288,608050898,6783312090,9403883006,301738958,3177436382,1941715523,32899,195934,132200,9861,81091,9119
2020-12,"CLEVELAND, OH",36847579,61823827,108965662,17846288,140614255,1296943,460531349,4665939609,3247063834,77156466,915667545,466746430,23285,222173,167989,2377,58729,19272
2020-12,"COLUMBIA-SNAKE, OR",7981799,8385181,12115331,4776999,53564292,105301,800700618,148570612,86863811,11171115,94624166,22394554,2169,5184,6852,389,3003,371
2020-12,"DALLAS-FORT WORTH, TX",29165874,45159746,114513555,5326158,54952498,199010,129717375,1595321460,1620863752,15143580,603894069,242489870,9173,46054,65945,915,22605,4657
2020-12,"DETROIT, MI",15885555,9976078,11152051,4609075,33902136,90120,3992633500,1488874996,1110517603,656928925,2464549985,450227089,207755,58838,56104,47707,131753,18490
2020-12,"DULUTH, MN",28993,1473,0,0,47073,0,1056945,11806850,42080037,60210738,674363262,1674825,44,419,4115,1730,21816,75
2020-12,"EL PASO, TX",1457636,7123235,5144106,1649332,5833009,8302,1320791908,3025821017,445378698,155383893,293777616,62643630,99548,112429,49540,6266,41798,5534
2020-12,"GREAT FALLS, MT",2669855,21734663,32430250,3795779,27128931,154234,30060707,349010958,234928526,261334542,1314974567,148374414,1465,9982,14947,8183,21893,4832
2020-12,"HONOLULU, HI",147951,728757,2968302,5975182,108942246,56051,33503617,611422366,57424780,16017270,117256970,145544777,265,11652,4107,963,1638,3131
2020-12,"HOUSTON-GALVESTON, TX",34471283,135775375,191346147,203904250,543829563,5681279,510548650,1573885618,830878725,449407112,2375720799,212017982,15111,29782,60737,11981,34009,2485
2020-12,"LAREDO, TX",1551631,2765332,452617,408602,3562919,1474,7029448159,4132763102,1672829301,1790083761,1459934505,195431170,325760,199455,161083,89908,107045,13677
2020-12,"LOS ANGELES, CA",244714968,456142361,1667769295,487445815,745357001,4129175,3117018821,9155675161,11286787673,1108960765,2769526524,320701154,73719,209216,672963,35147,121473,8869
2020-12,LOW VALUE,,,,,,0,,,,,,1543676819,,,,,,221
2020-12,"MIAMI, FL",13737577,29716899,102225661,269337859,214553641,4438051,137454347,972275830,1430530772,617394564,754491340,352659809,6107,21643,104213,27388,15868,5635
2020-12,"MILWAUKEE, WI",41311,928213,327659,1368,353550,34704,6532098,27075954,40506484,6848922,25823465,14591031,190,2058,826,24,698,142
2020-12,"MINNEAPOLIS, MN",6805899,19971304,27568060,7090883,28886757,465876,57983587,302666284,221819316,27322264,543256400,16777735,2614,13079,13655,849,7087,900
2020-12,"MOBILE, AL",33354005,23455253,50893474,55863436,71806460,191083,431743793,300420055,392962549,29012974,718506891,59643728,9214,9012,41867,1143,7497,369
2020-12,"NEW ORLEANS, LA",33435954,56222540,76050464,44354640,241226066,2104404,450851008,3853339158,2321717868,186766340,1756403341,423101330,21532,126211,99277,1784,42977,18724
2020-12,"NEW YORK CITY, NY",97523907,164099186,622743761,743864164,677873515,8807038,1898124594,3694155847,8426775760,1986556237,7080427138,653565101,45621,109329,463020,70816,94346,10286
2020-12,"NOGALES, AZ",45635,1378798,20971619,285404,1751031,823,324417657,679034350,147154867,408578812,164774685,197215242,14919,29345,13061,38439,7264,6678
2020-12,"NORFOLK, VA",37111888,70673503,188962592,84751792,214065698,1026640,242480608,788493577,1120722944,213323248,518156890,20269607,7871,21469,61085,6772,20693,826
2020-12,"OGDENSBURG, NY",0,0,0,0,25045,0,112126753,305759977,438026792,198936655,1179848199,107686298,6949,14836,37363,13761,43464,4517
2020-12,"PEMBINA, ND",0,0,0,0,0,0,58693739,201789341,194780429,237621407,666517031,115875009,2460,10585,8479,10636,28743,3667
2020-12,"PHILADELPHIA, PA",14293985,17141597,33537473,415531980,105922181,1784569,400175890,891442856,1945885076,974094982,795882118,84264246,15282,33042,39909,17646,17754,1553
2020-12,"PORT ARTHUR, TX",,0,512,,1166809,,,356000,1460680,,547260345,,,5,9,,104,
2020-12,"PORTLAND, ME",2013,842275,501909,6166107,9394585,31809,27745832,260580175,206316587,232637755,388550207,48196128,3664,1536,2762,7217,9523,464
2020-12,"PROVIDENCE, RI",22452692,324158,8319,0,2172,13032,918989516,3310110,7681260,2466944,91887729,219897,12822,39,469,2,47,7
2020-12,"SAN DIEGO, CA",15692022,522169,864429,59612323,504032,551,1212425590,1201771702,957000280,349072399,254267547,166596627,21687,63748,73988,30583,32367,10002
2020-12,"SAN FRANCISCO, CA",29962916,69325712,142271297,181751097,212887130,1539575,928647859,2900827502,1059085063,480976166,1000597242,184795183,14144,52516,75239,14382,22439,4984
2020-12,"SAN JUAN, PR",6515071,7084692,27028463,49858301,245540739,805614,183509504,99631742,488232067,82700164,606740790,17954730,1541,2931,7974,2626,4009,306
2020-12,"SAVANNAH, GA",103930057,199579537,457641435,143997344,487399907,4691692,2030384370,3214535261,3381801653,639693581,1379124219,258953657,36680,84030,181820,8996,63257,5138
2020-12,"SEATTLE, WA",27111665,53154603,191670306,85015641,145148107,1364180,547668950,1366957718,1585034482,470652063,1446266985,162144579,9213,31014,94457,19916,53245,6348
2020-12,"ST. ALBANS, VT",0,0,0,0,0,0,27537191,718658983,39047955,49928160,221084981,28296192,2168,5719,6262,3263,17257,1026
2020-12,"ST. LOUIS, MO",13583329,46952699,58764763,16363553,84438361,3517142,65816446,443257150,388111544,55680242,433466479,36163688,3820,13382,25487,2192,14498,1584
2020-12,"TAMPA, FL",33734009,28563862,65852882,82462623,147984250,245601,1434371721,354094012,810568153,158376735,507724829,23952269,17354,5782,34089,2775,8277,491
2020-12,U.S. VIRGIN ISLANDS,0,10809,14365,188536,0,,8894,100180,48478,2302648,29740062,,1,6,3,11,6,
2020-12,VESSELS UNDER OWN POWER,,0,,,,0,,16687,,,,6286695,,1,,,,2
2020-12,"WASHINGTON, DC",0,3019,310482,13859,1653,1701,6307313,145518733,731396727,1023855,86098733,37016156,316,3956,2753,129,1374,429
2020-12,"WILMINGTON, NC",6538835,20727949,28841414,3967731,44664017,184303,30083512,333353634,299778019,16667468,210635943,711329886,2216,14125,19372,290,8249,636
2021-01,"ANCHORAGE, AK",0,11495,16686,389845,1255029,0,5447781,810327253,132511411,725212,101642589,136841723,551,23819,9288,29,3861,2353
2021-01,"BALTIMORE, MD",28465929,44735666,69325080,103400203,262717827,408688,1582373090,652623040,504508769,256196803,695779819,11847594,17408,10990,28840,6862,17171,210
2021-01,"BOSTON, MA",2891941,7408828,21732893,24233031,42166599,273390,100717066,440838841,244568732,132037814,569365147,62986695,679,18652,14558,4265,7600,1426
2021-01,"BUFFALO, NY",76079,1495980,1018389,346691,2392332,3096,563451968,481624228,351665005,299665760,1071240904,163813839,17004,29892,42289,25483,58630,7953
